symbol,GSM1308942_BMGMdbdb.TMM.data.txt.gz,GSM1308941_BMGMdb.TMM.data.txt.gz,GSM1308940_BMMCdbdb.TMM.data.txt.gz,GSM1308939_BMMCdb.TMM.data.txt.gz
Hsh2d,4.3,6.7,2.6,3.8
Hsp90aa1,3243.5,3155.0,2967.8,2123.0
Hsp90ab1,17687.2,17735.5,18984.0,18489.5
Hsp90b1,44158.2,45117.6,19160.0,18243.2
Hspa12a,36.6,30.3,20.9,24.7
Hspa12b,12.9,12.3,32.2,36.1
Hspa13,1990.2,2059.2,1542.3,1306.9
Hspa14,1050.0,1045.3,1050.8,1071.9
Hspa1a,76.4,56.1,172.5,168.4
Hspa1b,61.3,47.1,236.1,187.4
Hspa1l,79.6,51.6,43.6,29.5
Hspa2,211.9,212.0,269.2,315.8
Hspa4,5318.7,5503.6,5056.4,4187.9
Hspa4l,1342.6,1412.1,771.1,643.9
Hspa5,61112.7,60864.5,24029.1,23953.9
Hspa8,23151.1,22061.4,19872.8,21429.5
Hspa9,6647.3,6487.2,4057.8,3036.1
Hspb1,2.2,0.0,199.5,79.9
Hspb11,75.3,57.2,113.3,140.8
Hspb2,6.5,6.7,8.7,5.7
Hspb3,0.0,0.0,1.7,0.0
Hspb6,111.9,112.2,173.4,153.1
Hspb7,0.0,0.0,55.8,32.3
Hspb8,0.0,0.0,30.5,8.6
Hspb9,10.8,10.1,26.1,29.5
Hspbap1,463.7,486.8,174.3,198.8
Hspbp1,487.3,471.1,459.2,414.7
Hspd1,1931.1,1942.6,1442.1,1150.9
Hspe1,662.7,686.4,463.5,384.3
Hspg2,0.0,2.3,420.8,205.4
Hsph1,1434.0,1314.5,841.7,756.2
Htatip2,1764.3,1707.0,1153.7,1012.0
Htatsf1,558.3,684.2,678.8,553.6
Htr1a,0.0,0.0,1.7,8.6
Htr1b,0.0,0.0,20.9,6.7
Htr1d,2.2,1.1,1.7,1.9
Htr1f,2.2,2.3,1.7,0.0
Htr2a,188.3,185.1,55.8,25.7
Htr2b,146.3,149.2,95.0,125.5
Htr2c,0.0,0.0,0.0,1.9
Htr3a,0.0,0.0,1.7,0.0
Htr3b,0.0,0.0,0.9,1.9
Htr4,0.0,0.0,3.5,3.8
Htr5a,0.0,2.3,0.9,7.6
Htr5b,1.1,2.3,7.0,7.6
Htr6,0.0,0.0,2.6,2.8
Htr7,4.3,9.0,3.5,1.9
Htra1,61.3,55.0,156.0,46.6
Htra2,955.3,1112.6,1259.1,1462.9
Htra3,458.3,494.6,64.5,37.1
Htra4,137.7,136.8,28.7,19.0
Htt,6514.0,6492.8,5895.5,6197.7
Hunk,3.2,2.3,26.1,8.6
Hus1,465.8,461.0,417.4,422.3
Hus1b,31.2,26.9,32.2,31.4
Huwe1,9241.1,8831.3,9301.6,8626.0
Hvcn1,18981.3,17618.8,3235.3,3311.9
Hyal1,142.0,185.1,116.7,122.7
Hyal2,225.9,265.8,234.4,243.5
Hyal3,10.8,11.2,12.2,10.5
Hyal4,0.0,2.3,0.9,2.8
Hyal5,0.0,1.1,5.2,9.5
Hyal6,0.0,0.0,3.5,3.8
Hydin,0.0,10.1,7.8,15.2
Hyi,500.3,523.8,520.2,514.6
Hyls1,232.4,231.1,196.9,185.5
Hyou1,13217.2,13162.8,4440.4,4702.5
I730028E13Rik,0.0,2.3,4.3,3.8
I730030J21Rik,6.5,6.7,9.6,2.8
I830012O16Rik,6.5,13.5,1248.6,1285.0
I830077J02Rik,142.0,122.3,176.0,136.0
Iah1,1703.0,1718.3,690.1,739.0
Iapp,0.0,0.0,0.0,0.0
Iars,2817.5,2735.5,2527.8,1997.4
Iars2,3166.1,3220.0,2056.4,1917.5
Ibsp,0.0,0.0,846.1,227.3
Ibtk,2246.3,2434.9,1552.7,1377.3
Ica1,567.0,520.4,24.4,31.4
Ica1l,44.1,35.9,87.1,94.2
Icam1,1983.8,1954.9,1882.1,2083.0
Icam2,130.2,108.8,40.9,84.6
Icam4,10.8,22.4,5.2,13.3
Icam5,7.5,12.3,24.4,36.1
Ick,394.8,289.4,377.3,386.2
Icmt,1402.8,1489.5,1200.7,1261.2
Icos,9.7,2.3,28.7,33.3
Icosl,469.1,422.8,928.8,1056.7
Ict1,522.8,502.5,398.2,416.6
Id1,61.3,65.1,164.7,86.6
Id2,6818.4,6519.7,1809.8,1696.9
Id3,0.0,2.3,1725.3,1564.6
Id4,0.0,0.0,49.7,10.5
Ide,1900.9,1932.5,1910.8,1725.4
Idh1,12811.7,12932.9,11613.3,12489.6
Idh2,1961.2,2006.5,1860.3,1888.0
Idh3a,1230.7,1276.4,1001.2,722.9
Idh3b,3964.3,3747.2,2741.2,2937.2
Idh3g,2581.9,2387.8,2282.9,2745.0
Idi1,2410.9,2625.6,1120.5,894.1
Idi2,1.1,6.7,2.6,6.7
Ido1,14.0,7.9,0.0,0.0
Ido2,8.6,5.6,1.7,7.6
Ids,1839.6,1861.8,4083.1,4059.5
Idua,1693.3,1699.2,1663.4,2037.4
Ier2,113.0,141.3,111.5,159.8
Ier3,885.4,1009.4,1333.1,1132.8
Ier3ip1,1405.0,1395.2,1123.2,931.2
Ier5,1953.7,2175.9,2440.6,2245.7
Ier5l,103.3,112.2,214.3,255.9
Iffo1,547.6,532.8,726.7,839.9
Iffo2,244.2,262.5,495.8,487.0
Ifi202b,0.0,1.1,6.1,2.8
Ifi203,940.3,896.1,2560.0,2879.1
Ifi204,1122.1,1056.5,5659.4,6136.9
Ifi205,85.0,117.8,1002.9,1174.7
Ifi27l1,1277.0,1282.0,1219.0,1362.1
Ifi27l2a,596.0,492.4,2423.2,4234.5
Ifi27l2b,0.0,0.0,13.1,51.4
Ifi30,5216.5,5254.6,2729.9,2898.2
Ifi35,575.6,549.6,724.9,829.4
Ifi44,18.3,22.4,525.4,1173.7
Ifi47,333.5,310.7,1667.7,1744.4
Ifih1,1334.0,1390.8,2354.4,2790.7
Ifit1,127.0,107.7,1458.6,1602.7
Ifit2,111.9,127.9,2502.5,2606.2
Ifit3,50.6,63.9,3364.3,3610.6
Ifitm1,478.7,390.3,107.2,129.4
Ifitm2,1701.9,1471.5,6292.0,7130.8
Ifitm3,4220.4,3880.7,6382.6,8991.3
Ifitm5,6.5,10.1,17.4,24.7
Ifitm6,165.7,121.1,95.8,153.1
Ifitm7,9.7,7.9,15.7,19.0
Ifltd1,0.0,0.0,0.0,3.8
Ifna1,2.2,0.0,0.0,0.9
Ifna11,0.0,0.0,0.0,0.9
Ifna12,0.0,0.0,0.0,0.0
Ifna13,5.4,0.0,0.0,0.9
Ifna14,0.0,0.0,0.9,0.0
Ifna2,0.0,0.0,0.0,4.8
Ifna4,0.0,0.0,0.0,0.0
Ifna5,0.0,1.1,0.0,1.9
Ifna6,0.0,0.0,0.0,0.0
Ifna7,0.0,0.0,0.0,0.9
Ifna9,0.0,0.0,0.0,0.0
Ifnab,2.2,2.3,0.0,0.0
Ifnar1,5186.4,5049.3,9816.6,9859.7
Ifnar2,3166.1,3206.6,5060.8,5528.1
Ifnb1,0.0,0.0,0.0,3.8
Ifne,0.0,0.0,0.0,0.0
Ifng,0.0,0.0,0.0,1.9
Ifngr1,2914.3,2894.8,6922.8,6688.5
Ifngr2,6009.4,5920.8,4611.1,4474.2
Ifnk,12.9,7.9,7.8,17.1
Ifnz,2.2,4.5,0.9,2.8
Ifrd1,2548.6,2520.2,1015.1,766.6
Ifrd2,260.3,305.1,257.0,201.6
Ift122,460.4,440.8,479.2,544.1
Ift140,953.2,996.0,1071.7,954.0
Ift172,958.5,901.8,1074.4,1213.7
Ift20,476.6,512.6,305.8,333.9
Ift27,195.8,204.1,262.3,218.8
Ift46,658.4,650.5,772.9,689.6
Ift52,1108.1,1058.8,1302.7,1279.3
Ift57,508.9,513.7,404.3,350.0
Ift74,219.5,260.2,416.5,369.0
Ift80,224.8,255.7,311.1,255.9
Ift81,16.1,7.9,122.0,73.2
Ift88,242.1,205.3,266.6,235.9
Igbp1,1903.1,1947.1,2105.2,2179.1
Igbp1b,0.0,0.0,0.9,1.9
Igdcc3,0.0,0.0,1.7,6.7
Igdcc4,4.3,6.7,110.6,51.4
Igf1,24301.2,23327.6,31526.1,32584.7
Igf1r,635.8,578.7,1589.3,1298.3
Igf2,0.0,0.0,8.7,7.6
Igf2as,0.0,0.0,1.7,8.6
Igf2bp1,16.1,33.7,8.7,7.6
Igf2bp2,281.9,235.5,83.6,110.3
Igf2bp3,127.0,126.7,136.8,137.0
Igf2r,11028.0,11126.0,3478.4,3635.3
Igfals,9.7,5.6,11.3,7.6
Igfbp1,0.0,0.0,0.9,1.9
Igfbp2,0.0,0.0,24.4,11.4
Igfbp3,0.0,0.0,2.6,7.6
Igfbp4,556.2,536.1,15978.7,17411.9
Igfbp5,2.2,2.3,291.0,68.5
Igfbp6,6.5,9.0,20.9,10.5
Igfbp7,21.5,21.3,1997.1,771.4
Igfbpl1,0.0,0.0,0.0,2.8
Igfl3,0.0,0.0,0.9,0.0
Igfn1,0.0,1.1,3.5,15.2
Ighmbp2,247.4,217.6,223.9,315.8
Igj,1.1,0.0,161.2,24.7
Igll1,0.0,0.0,1.7,0.9
Iglon5,9.7,7.9,2.6,11.4
Igsf1,0.0,0.0,1.7,0.9
Igsf10,26.9,31.4,159.4,59.9
Igsf11,0.0,2.3,4.3,5.7
Igsf21,1.1,2.3,0.9,0.0
Igsf3,51.6,41.5,148.1,55.2
Igsf5,0.0,0.0,0.0,0.9
Igsf6,6680.7,6178.8,4234.7,4567.4
Igsf8,2635.7,2714.2,2407.5,2600.5
Igsf9,67.8,112.2,42.7,40.9
Igsf9b,0.0,0.0,2.6,7.6
Igtp,358.2,321.9,896.6,963.5
Ihh,2.2,4.5,2.6,13.3
Iigp1,6.5,20.2,463.5,816.1
Ik,2716.4,2845.4,2946.0,3303.4
Ikbip,449.7,496.9,715.4,501.3
Ikbkap,2037.6,2111.9,1798.4,1787.2
Ikbkb,1395.3,1367.2,1431.6,1425.8
Ikbke,1459.9,1502.9,2240.2,2500.6
Ikbkg,3086.5,3156.1,3058.4,2847.8
Ikzf1,2415.2,2376.6,3931.5,4370.6
Ikzf2,418.5,502.5,475.7,334.8
Ikzf3,4.3,5.6,23.5,8.6
Ikzf4,16.1,10.1,5.2,15.2
Ikzf5,861.7,852.4,1041.2,914.1
Il10,0.0,0.0,245.7,237.8
Il10ra,3600.7,3806.6,7552.8,8331.2
Il10rb,6514.0,5963.4,7635.6,7530.3
Il11,2.2,0.0,5.2,4.8
Il11ra1,4594.7,4873.2,544.6,444.2
Il11ra2,2843.3,3291.8,354.6,284.4
Il12a,1.1,0.0,10.4,6.7
Il12b,23.7,5.6,8.7,15.2
Il12rb1,60.3,53.8,73.2,45.7
Il12rb2,569.1,487.9,122.8,185.5
Il13,0.0,0.0,0.9,1.9
Il13ra1,2810.0,2599.8,1043.9,764.7
Il13ra2,0.0,0.0,0.0,0.0
Il15,272.2,261.3,660.5,656.3
Il15ra,129.1,87.5,94.1,105.6
Il16,1076.9,1124.9,2478.1,3056.1
Il17a,0.0,0.0,0.0,0.0
Il17b,0.0,0.0,0.0,4.8
Il17c,20.4,21.3,29.6,21.9
Il17d,8.6,0.0,6.1,3.8
Il17f,0.0,0.0,0.0,0.0
Il17ra,1861.1,1943.7,1915.2,2219.0
Il17rb,19.4,21.3,44.4,59.9
Il17rc,38.7,37.0,127.2,46.6
Il17rd,2.2,5.6,47.9,34.2
Il17re,0.0,0.0,3.5,4.8
Il18,52.7,38.1,139.4,168.4
Il18bp,441.1,428.5,476.6,608.7
Il18r1,68.9,41.5,11.3,11.4
Il18rap,46.3,53.8,67.1,46.6
Il19,0.0,0.0,0.9,1.9
Il1a,1854.7,1643.1,18.3,15.2
Il1b,74.2,99.8,164.7,137.0
Il1f10,0.0,0.0,0.0,0.9
Il1f5,0.0,2.3,0.9,3.8
Il1f6,0.0,0.0,0.0,0.0
Il1f8,0.0,0.0,0.0,4.8
Il1f9,314.1,367.9,27.0,36.1
Il1r1,245.3,255.7,146.4,59.0
Il1r2,67.8,88.6,18.3,19.0
Il1rap,830.5,864.7,450.5,440.4
Il1rapl1,0.0,0.0,0.0,0.0
Il1rapl2,2.2,2.3,1.7,1.9
Il1rl1,97.9,55.0,201.3,164.5
Il1rl2,1226.4,1210.2,26.1,20.0
Il1rn,7607.0,7350.8,1030.8,556.4
Il2,0.0,0.0,0.0,1.9
Il20,0.0,0.0,0.0,0.0
Il20ra,0.0,0.0,7.0,4.8
Il20rb,95.8,109.9,32.2,32.3
Il21,0.0,0.0,0.9,1.9
Il21r,946.7,888.3,2150.5,2190.5
Il22,0.0,3.4,0.0,0.0
Il22ra1,15.1,2.3,2.6,2.8
Il22ra2,0.0,0.0,0.0,0.0
Il23a,0.0,1.1,0.0,4.8
Il23r,2.2,4.5,0.9,0.0
Il24,2.2,2.3,0.0,0.0
Il25,0.0,0.0,0.0,1.9
Il27,12.9,23.6,12.2,30.4
Il27ra,45.2,38.1,26.1,20.9
Il28a,2.2,0.0,0.0,0.0
Il28b,0.0,0.0,0.0,0.0
Il28ra,110.8,95.3,13.1,26.6
Il2ra,176.4,176.1,13.1,20.0
Il2rb,1.1,0.0,8.7,9.5
Il2rg,4420.5,4305.7,1122.3,1505.7
Il3,0.0,0.0,0.0,0.0
Il31,0.0,0.0,1.7,0.0
Il31ra,5.4,3.4,0.9,11.4
Il33,10.8,15.7,1.7,1.9
Il34,3.2,0.0,16.5,11.4
Il3ra,703.6,624.7,385.1,521.2
Il4,2.2,3.4,1.7,1.9
Il4i1,208.7,198.5,134.2,154.1
Il4ra,4205.3,3972.6,6871.4,7050.0
Il5,0.0,0.0,1.7,5.7
Il5ra,0.0,0.0,7.0,6.7
Il6,5.4,4.5,3.5,1.9
Il6ra,1278.1,1274.1,3300.6,3726.6
Il6st,2779.9,2869.0,3452.3,3619.1
Il7,33.4,35.9,29.6,15.2
Il7r,23285.6,23470.1,2746.5,2908.6
Il9,0.0,0.0,0.9,0.9
Il9r,4.3,5.6,7.0,8.6
Ildr1,0.0,4.5,7.8,8.6
Ildr2,0.0,2.3,16.5,9.5
Ilf2,678.8,690.9,683.1,554.5
Ilf3,1363.0,1303.3,1241.7,1150.9
Ilk,3099.4,2882.5,3244.9,3405.1
Ilkap,571.3,585.5,585.5,523.1
Iltifb,0.0,1.1,0.0,1.9
Ilvbl,1103.8,1094.7,900.1,1031.0
Immp1l,43.0,28.0,61.0,40.9
Immp2l,29.1,19.1,48.8,37.1
Immt,2323.7,2432.7,1808.9,1545.6
Imp3,1071.5,1018.4,787.7,756.2
Imp4,975.8,873.7,826.9,769.5
Impa1,2164.5,2186.0,1169.3,1277.4
Impa2,545.4,545.1,205.6,234.0
Impact,4311.8,4135.3,2694.2,2479.7
Impad1,2259.2,2294.7,1971.0,1597.0
Impdh1,526.1,496.9,555.0,449.9
Impdh2,127.0,131.2,132.4,168.4
Impg1,0.0,2.3,0.9,0.0
Impg2,28.0,7.9,17.4,22.8
Ina,0.0,2.3,1.7,10.5
Inadl,3.2,5.6,40.9,57.1
Inca1,32.3,29.2,46.2,32.3
Incenp,432.5,406.0,474.0,507.0
Inf2,778.9,761.6,486.2,362.4
Ing1,733.7,821.0,804.2,845.6
Ing2,245.3,316.3,354.6,370.9
Ing3,593.8,561.9,657.0,746.7
Ing4,1566.4,1645.4,1521.4,1732.1
Ing5,1029.5,1033.0,966.3,919.8
Inha,0.0,0.0,7.0,0.0
Inhba,931.6,957.8,535.0,215.9
Inhbb,5.4,2.3,537.6,192.1
Inhbc,0.0,0.0,0.0,5.7
Inhbe,0.0,0.0,3.5,3.8
Inmt,0.0,0.0,0.0,0.0
Ino80,1255.5,1151.9,1171.1,1058.6
Ino80b,346.4,288.3,434.8,468.0
Ino80c,1362.0,1216.9,806.9,857.0
Ino80d,3291.9,3112.4,3700.6,3608.7
Ino80e,494.9,428.5,515.8,494.6
Inpp1,147.4,155.9,269.2,317.7
Inpp4a,2509.8,2550.5,2428.4,2653.7
Inpp4b,32.3,21.3,190.8,229.2
Inpp5a,504.6,539.5,571.6,443.2
Inpp5b,2038.6,2169.1,1349.7,1241.3
Inpp5d,5882.5,6019.5,11683.0,13032.7
Inpp5e,1350.1,1408.7,1342.7,1279.3
Inpp5f,1821.3,1735.1,1646.8,1374.4
Inpp5j,30.1,5.6,7.0,15.2
Inpp5k,1848.2,1827.1,2553.0,2717.4
Inppl1,1724.5,1684.6,3691.0,4151.8
Ins1,0.0,0.0,0.0,5.7
Ins2,0.0,1.1,1.7,1.9
Insc,0.0,2.3,34.8,12.4
Insig1,6436.5,6380.6,3393.0,3225.4
Insig2,1168.3,1122.7,901.0,888.4
Insl3,6.5,2.3,36.6,35.2
Insl5,0.0,0.0,0.0,0.9
Insl6,106.5,106.6,7.0,5.7
Insm1,1.1,0.0,2.6,3.8
Insm2,6.5,6.7,7.8,11.4
Insr,4235.4,3977.1,3874.0,3971.1
Insrr,0.0,0.0,3.5,16.2
Ints1,905.8,864.7,892.2,1117.6
Ints10,674.5,677.4,657.9,702.9
Ints12,1537.3,1509.6,1418.5,1364.0
Ints2,1209.2,1043.1,1177.2,934.0
Ints3,1499.7,1562.4,1117.1,1278.3
Ints4,1130.7,1158.6,1154.5,1143.3
Ints5,455.1,449.8,478.4,520.3
Ints6,1144.7,1150.7,1153.7,1143.3
Ints7,830.5,872.6,701.4,752.4
Ints8,585.2,561.9,582.0,515.5
Ints9,760.6,790.7,745.0,808.5
Intu,317.4,258.0,232.6,224.5
Invs,503.5,549.6,671.8,616.3
Ip6k1,3838.4,3880.7,5865.9,6424.1
Ip6k2,438.9,438.5,478.4,477.5
Ip6k3,1.1,2.3,0.0,4.8
Ipcef1,73.2,84.1,81.0,95.1
Ipmk,2646.5,2650.3,1483.0,1586.5
Ipo11,920.9,928.7,1121.4,914.1
Ipo13,1180.2,1061.0,1522.2,1739.7
Ipo4,1440.5,1596.0,1383.7,1344.9
Ipo5,8461.1,8031.6,4693.9,3897.8
Ipo7,3956.8,4053.4,3569.0,3030.4
Ipo8,1781.5,1817.0,2217.6,2333.2
Ipo9,3000.4,2881.3,2524.3,2336.0
Ipp,258.2,236.7,271.8,213.1
Ippk,392.7,403.8,295.4,274.9
Ipw,0.0,0.0,0.0,1.9
Iqca,0.0,0.0,1.7,2.8
Iqcb1,99.0,102.1,175.1,159.8
Iqcc,381.9,354.4,331.1,273.0
Iqcd,19.4,26.9,16.5,7.6
Iqce,365.8,351.1,463.5,510.8
Iqcf1,0.0,2.3,0.0,0.9
Iqcf3,0.0,0.0,1.7,0.9
Iqcf4,0.0,0.0,0.0,0.0
Iqcf5,0.0,0.0,0.0,0.0
Iqcf6,0.0,0.0,0.0,0.9
Iqcg,387.3,394.8,656.1,615.4
Iqch,2.2,2.3,7.8,12.4
Iqcj,0.0,0.0,0.9,0.0
Iqcj-schip1,30.1,14.6,101.9,21.9
Iqck,72.1,43.8,25.3,15.2
Iqgap1,74128.8,73955.5,37417.3,40195.9
Iqgap2,3645.9,3593.5,6370.4,6742.7
Iqgap3,393.7,366.8,426.1,340.5
Iqsec1,6118.1,5998.2,1487.4,1799.6
Iqsec2,104.4,111.0,250.9,298.7
Iqsec3,7.5,11.2,3.5,6.7
Iqub,0.0,0.0,1.7,0.9
Irak1,3416.7,3295.2,2628.0,2719.4
Irak1bp1,71.0,59.5,73.2,59.9
Irak2,4869.1,4774.5,1739.2,2096.3
Irak3,899.4,819.9,1260.0,1278.3
Irak4,300.2,293.9,819.9,942.6
Ireb2,3570.6,3635.0,3744.2,3305.3
Irf1,1098.4,1146.3,3162.1,3778.0
Irf2,712.2,641.6,1009.9,1265.0
Irf2bp1,335.7,318.5,431.3,533.6
Irf2bp2,8216.9,8248.1,12401.0,13030.8
Irf3,1017.7,1080.1,1021.2,1080.5
Irf4,3020.8,3139.3,883.5,1013.9
Irf5,3414.6,3210.0,5586.2,5963.7
Irf6,49.5,40.4,55.8,59.9
Irf7,220.5,166.0,4305.3,5663.2
Irf8,3671.7,3529.6,5148.8,6140.7
Irf9,1215.7,1176.5,2263.7,2527.2
Irg1,3588.9,3405.1,144.6,218.8
Irgc1,130.2,149.2,3.5,13.3
Irgm1,1267.3,1248.3,2646.3,2766.0
Irgm2,363.6,284.9,1282.6,1513.3
Irgq,1471.7,1436.7,1111.0,1113.8
Irs1,6.5,11.2,699.7,217.8
Irs2,790.7,693.1,516.7,491.7
Irs3,31.2,18.0,15.7,25.7
Irs4,0.0,0.0,0.0,0.9
Irx1,2.2,0.0,1.7,0.0
Irx2,0.0,0.0,14.8,5.7
Irx3,0.0,1.1,215.2,65.6
Irx4,0.0,0.0,0.9,4.8
Irx5,0.0,0.0,60.1,27.6
Irx6,0.0,0.0,3.5,5.7
Isca1,1024.2,963.4,1003.8,863.6
Isca2,438.9,443.0,306.7,322.4
Iscu,1171.5,1040.8,798.1,717.2
Isg15,64.6,79.6,514.1,701.9
Isg20,52.7,56.1,128.1,154.1
Isg20l2,1274.8,1184.4,1314.0,1084.3
Isl1,0.0,0.0,1.7,3.8
Isl2,0.0,0.0,0.9,3.8
Islr,2.2,0.0,180.4,62.8
Islr2,2.2,0.0,5.2,14.3
Ism1,2.2,0.0,18.3,2.8
Isoc1,1879.4,1753.0,1202.4,1288.8
Isoc2a,720.8,761.6,486.2,503.2
Isoc2b,130.2,132.4,169.0,151.2
Ispd,111.9,132.4,60.1,56.1
Isx,0.0,0.0,0.0,2.8
Isy1,536.8,568.6,596.0,619.2
Isyna1,3425.3,3068.6,1122.3,1448.6
Itch,2002.1,2128.8,1958.8,1875.7
Itfg1,2413.0,2243.2,1734.0,1588.4
Itfg2,55.9,71.8,80.2,92.3
Itfg3,3361.9,3556.5,4201.6,4881.3
Itga1,677.8,651.6,153.3,62.8
Itga10,25.8,12.3,76.7,40.9
Itga11,7.5,3.4,1037.8,367.1
Itga2,4.3,6.7,15.7,20.0
Itga2b,91.4,52.7,448.7,236.8
Itga3,7.5,4.5,111.5,38.0
Itga4,2968.1,2801.7,8722.2,9695.1
Itga5,4033.2,4005.1,2822.3,2168.6
Itga6,2589.4,2359.8,12219.7,13373.3
Itga7,2.2,2.3,40.1,17.1
Itga8,4.3,0.0,112.4,94.2
Itga9,6.5,13.5,1637.2,1671.2
Itgad,4605.5,4772.3,97.6,91.3
Itgae,52.7,43.8,24.4,17.1
Itgal,3787.9,3900.8,2938.2,3250.1
Itgam,46867.1,44643.1,38945.6,40331.9
Itgav,2132.2,2152.3,7585.1,7134.6
Itgax,56258.8,56041.7,921.0,775.2
Itgb1,28347.2,28461.1,22949.5,18753.9
Itgb1bp1,1289.9,1251.7,657.9,627.8
Itgb1bp2,7.5,7.9,15.7,11.4
Itgb1bp3,0.0,1.1,0.0,0.9
Itgb2,82619.0,82101.5,12822.7,13982.0
Itgb2l,0.0,0.0,29.6,41.8
Itgb3,1833.2,1809.1,929.7,585.9
Itgb3bp,24.7,26.9,82.8,39.9
Itgb4,10.8,20.2,14.8,24.7
Itgb5,9234.6,9251.9,11283.0,12407.8
Itgb6,2.2,2.3,5.2,11.4
Itgb7,1052.1,991.5,328.5,466.1
Itgb8,0.0,0.0,6.1,7.6
Itgbl1,0.0,0.0,10.4,2.8
Itih1,0.0,0.0,0.9,2.8
Itih2,7.5,5.6,109.8,41.8
Itih3,0.0,0.0,0.9,3.8
Itih4,0.0,0.0,1.7,4.8
Itih5,2.2,6.7,32.2,29.5
Itk,2.2,7.9,4.3,4.8
Itln1,0.0,0.0,0.0,4.8
Itm2a,18.3,14.6,116.7,65.6
Itm2b,40314.4,40199.5,92732.1,98687.2
Itm2c,8568.7,8158.3,7436.9,8322.6
Itpa,318.4,242.3,249.2,200.7
Itpk1,1018.8,941.0,774.6,844.6
Itpka,34.4,33.7,5.2,11.4
Itpkb,1085.5,1038.6,1916.9,2317.0
Itpkc,205.5,268.1,432.2,438.5
Itpr1,1016.6,1159.7,1345.3,1272.6
Itpr2,3479.1,3508.3,3509.8,3978.7
Itpr3,349.6,361.2,601.2,820.8
Itprip,351.8,273.7,412.1,366.2
Itpripl1,840.2,886.1,1769.7,1655.0
Itpripl2,7093.8,7072.7,4291.4,4304.0
Itsn1,701.4,620.2,4386.3,4207.9
Itsn2,6129.9,5840.0,5780.5,5807.8
Ivd,2791.7,2885.8,876.6,918.8
Ivl,5.4,1.1,3.5,5.7
Ivns1abp,14890.1,15152.5,7397.7,6667.6
Iws1,2125.8,2046.9,2454.6,2318.9
Iyd,0.0,0.0,0.9,1.9
Izumo1,1.1,0.0,0.0,0.9
Izumo2,0.0,0.0,0.0,0.0
Izumo3,0.0,0.0,0.9,0.9
Izumo4,97.9,70.7,92.4,98.9
Jag1,416.3,410.5,284.0,259.7
Jag2,2.2,5.6,51.4,59.9
Jagn1,660.5,642.7,516.7,462.3
Jak1,10774.1,11207.9,11368.4,10720.5
Jak2,4093.4,3822.3,2548.7,2501.5
Jak3,323.8,249.0,635.2,711.5
Jakmip1,1.1,0.0,4.3,14.3
Jakmip2,0.0,0.0,2.6,2.8
Jakmip3,0.0,0.0,0.9,8.6
Jam2,46.3,85.2,109.8,83.7
Jam3,4.3,7.9,107.2,25.7
Jarid2,1448.0,1422.2,2967.8,3055.1
Jazf1,152.8,145.8,69.7,53.3
Jdp2,213.0,160.4,323.3,287.2
Jhdm1d,5776.0,5855.7,6518.5,6008.5
Jkamp,866.0,847.9,557.7,642.0
Jmjd1c,3787.9,3663.1,5715.1,5805.9
Jmjd4,522.8,565.3,350.3,351.9
Jmjd5,96.8,90.9,66.2,89.4
Jmjd6,522.8,478.9,345.0,319.6
Jmjd7,97.9,96.5,71.4,74.2
Jmjd8,1900.9,1797.9,1385.4,1455.3
Jmy,1093.0,1101.4,1628.5,1521.8
Josd1,1140.3,1257.3,1075.2,1065.3
Josd2,460.4,453.1,423.5,491.7
Jph1,6.5,2.3,42.7,21.9
Jph2,0.0,0.0,190.8,73.2
Jph3,93.6,85.2,65.3,84.6
Jph4,0.0,3.4,6.1,0.9
Jrk,111.9,130.1,190.8,188.3
Jrkl,494.9,526.0,617.8,587.8
Jsrp1,2.2,2.3,1.7,0.0
Jtb,1557.8,1436.7,853.0,717.2
Jub,35.5,25.8,409.5,187.4
Jun,7742.5,7491.0,3037.5,3315.7
Junb,2553.9,2417.0,2946.9,3225.4
Jund,3517.9,3457.8,2161.8,2064.0
Jup,869.2,843.4,158.6,127.5
Kalrn,16.1,14.6,195.2,99.9
Kank1,4.3,6.7,108.9,39.0
Kank2,46.3,31.4,924.5,828.5
Kank3,444.3,435.2,351.1,389.0
Kank4,0.0,1.1,2.6,6.7
Kap,2.2,0.0,0.0,2.8
Kars,1131.7,960.1,1319.2,1275.5
Kat2a,526.1,410.5,846.9,907.4
Kat2b,1166.2,1128.3,1459.5,1254.6
Kat5,1093.0,1063.3,1052.6,1169.9
Katna1,285.1,290.5,363.3,283.4
Katnal1,296.9,397.0,440.0,396.6
Katnal2,1.1,1.1,10.4,5.7
Katnb1,463.7,501.4,435.7,501.3
Kazald1,42.0,88.6,61.0,16.2
Kazn,209.8,233.3,14.8,18.1
Kbtbd10,3.2,5.6,4.3,3.8
Kbtbd11,42.0,29.2,147.2,202.6
Kbtbd12,79.6,77.4,0.9,0.0
Kbtbd13,3.2,2.3,3.5,3.8
Kbtbd2,2266.7,2394.6,2664.6,2613.8
Kbtbd3,110.8,111.0,115.9,103.7
Kbtbd4,554.0,547.3,612.5,640.1
Kbtbd5,0.0,0.0,0.0,7.6
Kbtbd7,626.1,679.7,897.5,919.8
Kbtbd8,115.1,133.5,73.2,96.1
Kcmf1,2463.6,2326.2,1937.9,2034.5
Kcna1,0.0,0.0,4.3,14.3
Kcna10,1.1,0.0,1.7,4.8
Kcna2,4.3,2.3,5.2,16.2
